text,label
배정대기최적화 고객 평이상 개선   상세증상  예전부터 교회내  이용자 전부 통화품질불량 평수 평이상  기존 중계기 설치되어있는건 없다고하심   추가연락처  미연결시 문자 부탁드립니다  상호명자택사무실동  김교회  통화요청한 전화번호    품질 및 감도내부   불량  품질 및 감도외부   양호   단말기 여부 및 상세내역    상담원 조치사항    요청대상상담원제시고객요청    내방일자 및 시간시간준수협의가능  혹시라도 가능하면 최대한 빠른 방문 부탁드립니다 기타  코로나양해 구했으나 방문 요청함,발수신불가
진단양호시설공급  시기는 정확히 모름 산에 기지국이있었는데 주인이 빼라해서 기지국 철거 후부터 증상이라 하심 전화 안터짐이웃집은 중계기 시설해줬다 하심   내부불량 외부양호 장비  중계기 시설 원하시는데 시설 접수 가능할지,이설요청/철거요청
원클릭문의 시설 상세증상   목소리 잘안들린다함 안테나감도안좋음 설정여부 사용중 타 사용자 통화품질 양호여부  정확히 확인은안됨 품질및감도내부  불량  품질및감도외부  일대불량 특이전달사항고객성향기타   주변특이사항및 개선여부확인부탁드립니다,발수신불가
원클릭 확인 장비명  기계현내  양호  상세증상상세위치    동일 개선계획 확인요청 ㅇ 불량망   ㅇ 면적   층  평  ㅇ 타 사용자 불량여부  불량  ㅇ 다른 위치에서 불량여부   ㅇ 중계기홈펨토 사용여부   ㅇ 일 이내 철회 가능 고객    품질및감도내부  불량  품질및감도외부    특이사항  고객성향일반,발수신불가
달전부터 위치무관하게 안테나가 칸정도 뜨면서 통화중에 음질끊김 증상전  전산에  확인되어 컷팅유심인지 여쭤보니 맞다고함  컷팅유심 사용하게 되면 품질에도 영향 있으므로    가까운  지점  공인대공식인증대리점 내방 하시어 후불 구매 해주시면 요금청구서에서 예외적으로 감액 안내드림  명의자 본인이 가신다고 구비서류 안내  구매후 고객센터로 전화주시면 요금청구서에서 감액 안내드림,호단절
위치무관 음질불량  점검 유  전파개요안내   초기화 전원리셋 이후 비교안내 드리고 종료,음질불량
  요청합니다  양식 분류상담유형   발생주기매번간헐적  특정지역여부  특정상대번호여부  특정번호 경우 아래 가지 항목 확인        부가서비스  단말기 설정 및 어플 확인 요청시간시간 설정  고객 직접 통화 가능 여부   메모상세증상상세 ,기타 Application
원클릭양호 특이사항  상세증상    자택에서 간헐적으로 수신실패 외 발신은 정상 타 정상 중계기 없음  외부로 이동시 데이터가 안된다고하심  외부  후 비교요청모바일데이터만 하고 이용요청드림    모델로 재설정 필요 안내드림 베트남캄보디아   타폰 비교  정상   내부품질  불량  외부품질  양호  상담원 조치 사항    추가 번호  연락처 없다고 함  특이전달사항고객성향기타  신속한 확인요망 진단 후 해당 사항 안내 및 기재 필요   루키고객여부철회가능일자 ,발수신불가
스피드중계기신설신청중복  설치희망일시  협의가능  상호  최자택단밀낙정  제반사항  전기료 천공 건물주동의     층수평수  층  평  불량망    품질및감도내부  불량  품질및감도외부  양호  루키고객여부철회가능일자    홈펨토안내여부  비대상  특이사항  고객성향일반 지도상으로 외부약전계로 판단되나 문 밖에서는 양호하다고함 현장 방문했을때 주신호 없으면 설치 불가능할수 있음 사전 동의후 접수합니다,발수신불가
 언제부터 요금제변경후부터    음성 정상     속도느림  휴대폰 설정확인    확인  사용한도설정  확인   초기화 및  초기화 원복 전원 오프온 안내  지속 위치무관 불량시 기기점검도 고려해 보기로하심,속도저하
 개통이후 위치무관 데이터접속불량 로도 이용되지않아 상태에서 접속불가 및 끊김증상 지속발생되 지속적인 서비스지역 확대 및 품질개선예정으로 양해  유심교체안내 후불청구 요청후 재연락시 요금조정안내 재인입시 쪽지주시면 제가 조정하겠습니다,초기접속불가
 원클릭 양호특이사항   상세증상  오늘갑자기 공장 건물내에서 통화 데이터 사용불편 안테나 안뜸 신호이상 확인요청   타폰 비교  동일  내부품질  불량  외부품질  양호  상담원 조치 사항    추가 연락처 없음  기타 전달사항 중계기 없음,발수신불가
 원클릭 양호    시설공급   상세증상  자택 내에서 데이터 품질 불량으로 중계기 설치 했으나 워낙 망 신호가 약하다고 안내받았다고 하심 더이상 장비로 할 수 있는게 없다고 안내 받으셨고 외부적인 신호 간섭때문에 그런게 아닌지 주변신호 관련 확인요청   타폰 비교  비교불가  내부품질 불량  외부품질  양호  상담원 조치 사항    추가 연락처  기타 전달사항 해당 지역 이상 유무 및 동일 문의 여부 개선 방법 확인 부탁드립니다,초기접속불가
 중계기 철거     월말에 이사예정으로 중계기 철거 요청  방문전 미리 연락드려 방문약속 안내,이설요청/철거요청
시설 받은 장비 선정리 요청 방금전에 담당자가 방문후 돌아갔다고 함 방문자 연락처 확인되냐 문의 하니 그쪽으로 직접 연락해서 처리 받겠다고 하심 종료,단문메세지(SMS)
현기지국          상세증상  데이터 속도 느림  다른 동일망 불량여부  불가  품질 및 감도내부  불량  품질 및 감도외부  불가  상담사 조치사항    특이전달사항고객성향기타  문의지역에 고객이 현재 위치,속도저하
 문자 차단되어서 문의 스팸필터링 차단 확인됨 고객 동의 하에 허용번호로 등록처리함 스팸필터링 어플 받아서 확인 안내드림 종료,기타 Application
통화중대기 이용안됨 테스트시 정상 좀더 사용권유 종료,통화중대기
주전부터 전화 통화시 끊김증상  통화품질불량 데이터 끊기고 데이터 불량되었다 위치무관 발생  초기화  초기화 설정 안내 비교사용  위치무관 동일시 기기점검필요 안내 종료함,데이터 사용중 끊김
 특정번호로 발신시 신호음 몇번 울리다가 멘트 넘어감  특정인으로 부터 전화 받는건 정상,발신불가
제주도 한시간전부터  데이터 초기접속불가   데이터 라서  안내 정상이라서 종료,초기접속불가
연락처,T제공 어플
자택 통화 불편 증상  담당자 연락도 없다고 하심 진행사항 확인후 재연락,발수신불가
원클릭양호현장방문  상세증상  이사온 자택내 데이터 느림 통화양호  아님  추가연락처 부재시 문자전송요청  상호명  통화요청한 전화번호 고객번호   품질 및 감도내부불량  품질 및 감도외부 양호  단말기 여부 및 상세내역   상담원 조치사항   요청대상  내방일자 및 시간 시간 시간배정불가로 배정대기 오늘내일중 연락드림안내 특이전달사항고객성향기타,속도저하
 간헐적으로 단말기에서 소리가 난다고 함  전원리셋 안내   어플측 확인 부탁드림  이후 동일증상시 점검 필요 안내,기타 Application
주간 위치무관 통화하다 통화실패됨  분 통화후 끊어짐 기기 또는 유심 확인 유심교체건유 조정 안내 교체후 연락주시면 조정해드리기로 함,호단절
아침에 일어나서 휴대폰보면  어플 결제 하는곳에 들어가있다고함  제조사확인권유,기타 Application
 발생  접수일시    접수자  통품실 나  주소   구 로 길  그리스 동 호  장비명 양호  현상   음성불량 정상    불량지역구분  특정불특정 외부양호불량  내부양호불량     측정여부      불량주체  발신자쪽수신자쪽  데이터불량      외부양호  내부불량      외부양호  내부불량    데이터불량시 휴대폰 상단바 표기방식     상세증상 ㅇ 집안에서 데이터 접속 불가 도 안되고 로도 잘 안된다고 함 외부로 나가면 둘다 잘된다고 함 음성도 집안에서는 정상 예전에 전화 했을때 신호를 쏴주고 가 바로 떴다고 함 한번더 해달라고 하심     단말기및 빌드버젼 최신업데이트완료여부   특이사항  고객성향일반  고객연락처  ,초기접속불가
진정성 스팸필터링   해제요청  어플다운되어있다고 하셔서 이용안내 문자로 드림,기타 Application
신용카드 알림문자 수신실패  핸드폰 스팸함 확인시 차단되어있어서 해당번호 삭제하고 이용 안내 종료,기업형메시지(금융권인증SMS)
 밴드 어플만 속도지연현상 타인터넷은 사용안해봄 현재  이용중으로  데이터 네트워크로만 이용안됨 재사용 후 지속 밴드어플만 끊김시 네이버로 문의필요 안내 후 종료,기타 Application
매주 토요일 도착되는 문자인데  날  수신안되었다고하심  음성통화 정상  수신내역 정상  기기에서 차단된 내역없고 후후등 사용안하심 본 상담사가 테스트문자 보낸건 정상수신됨  일시적인 증상일수있으나 이번주 토요일날 수신여부 보고 지속 수신안된다면 기기점검 필요함 양해구하고 종료,단문메세지(SMS)
 원클릭양호시설공급중복 원클릭 확인 장비명  영해대리 장비품질 기지국 고장  양호 가입자품질 가입자별   양호   상세증상상세위치  집안에는 중계기 설치 되어있어서 잘되는데 집 밖으로 조금만 나오면 통화 안된다고 함  다른 통신사는 아예 먹통이고 그나마 가 조금 되서 로 사용 하고 있다고 함   외부도 잘 되게 개선 해달라고 요구  집에서 조금 나와서 밭이나 윗동네는 아예 안된다고 함    면적   층  평   타 사용자 불량여부    다른 위치에서 불량여부     인터넷 사용여부    중계기홈펨토 사용여부    일 이내 철회 가능 고객    품질및감도내부  양호        품질및감도외부  불량        특이사항  고객성향일반,발수신불가
